Type,Facility License ID,Facility Name,Street Address,City,State,Zip,Phone Number,County,Inspection Type,Georeferenced Column
Private Inspection Facility,PIF000314,DEFALCOS INSTANT TOWING INC,26 COMMERCE ST,CHATHAM,NJ,7928,9736358333,MORRIS,Auto Only,"26 COMMERCE ST
CHATHAM, NJ 07928
(40.731554, -74.380116)"
Private Inspection Facility,PIF000777,LENNYS TOWING & RECOVERY,199 CARRIAGE LANE,DELRAN,NJ,8075,8568249400,BURLINGTON,Diesel Only,"199 CARRIAGE LANE
DELRAN, NJ 08075
(40.011012, -74.970699)"
Emission Repair Facility,ERF000861,JAB AUTOMOTIVE SVC CNTR INC,200 FORD AVE,FORD,NJ,8863,7327385424,MIDDLESEX,Auto Inspection and Emission Repair,"200 FORD AVE
FORD, NJ 08863
(40.536804, -74.317299)"
Private Inspection Facility,PIF000644,NIMI CORP,3251 HAMILTON BLVD,SO. PLAINFIELD,NJ,7080,7327526050,MIDDLESEX,Auto Only,"3251 HAMILTON BLVD
SO. PLAINFIELD, NJ 07080
(40.558377, -74.437417)"
Emission Repair Facility,ERF003413,SKIP'S GARAGE,51 TENNENT ROAD,MORGANVILLE,NJ,7751,7325919827,MONMOUTH,Auto Inspection and Emission Repair,"51 TENNENT ROAD
MORGANVILLE, NJ 07751
(40.379772, -74.248512)"
Private Inspection Facility,PIF001263,ONESTOP QK LUBE&AUTO RP INC,170 ROUTE 37 EAST,TOMS RIVER,NJ,8753,7323495787,OCEAN,Auto Only,"170 ROUTE 37 EAST
TOMS RIVER, NJ 08753
(39.963373, -74.186654)"
Private Inspection Facility,PIF001337,NEWARK AUTO CENTER IV,59 MALVERN STREET,NEWARK,NJ,7105,9735895151,ESSEX,Auto Only,"59 MALVERN STREET
NEWARK, NJ 07105
(40.722278, -74.165124)"
Private Inspection Facility,PIF005452,ESSEX GREEN SUNOCO*,480 PROSPECT AVE,W ORANGE,NJ,7052,9733259808,ESSEX,Auto Only,"480 PROSPECT AVE
W ORANGE, NJ 07052
(40.790198, -74.255112)"
Private Inspection Facility,PIF008898,PARKWAY MOTORS OF LEONIA IN,50 SYLVAN AVE,ENGLEWOOD CLFS,NJ,7632,2019443300,BERGEN,Auto Only,"50 SYLVAN AVE
ENGLEWOOD CLFS, NJ 07632
(40.867994, -73.9584)"
Emission Repair Facility,ERF000270,JACK'S AUTO,2395 LAMINGTON RD POB349,BEDMINSTER,NJ,7921,9082340172,SOMERSET,Auto Inspection and Emission Repair,"2395 LAMINGTON RD POB349
BEDMINSTER, NJ 07921
(40.679406, -74.649143)"
Emission Repair Facility,ERF003301,VILLAGE IMPORT SLS SRV LLC,35 CROOKS AVENUE,CLIFTON,NJ,7011,9732726111,PASSAIC,Auto Only,"35 CROOKS AVENUE
CLIFTON, NJ 07011
(40.893491, -74.132652)"
Private Inspection Facility,PIF001316,ABATES SERVICE STATION,511 E. GRAND AVENUE,RAHWAY,NJ,7065,7323813133,UNION,Auto Only,"511 E. GRAND AVENUE
RAHWAY, NJ 07065
(40.60734, -74.263513)"
Emission Repair Facility,ERF002653,K AND M AUTOMOTIVE REPAIR,300 NEW ROAD,NORTHFIELD,NJ,8225,6096414220,CAPE MAY,Auto Only,"300 NEW ROAD
NORTHFIELD, NJ 08225
(39.380818, -74.546375)"
Private Inspection Facility,PIF001314,ONE WAY AUTO CORP,4300 HUDSON AVE,UNION CITY,NJ,7087,2013483141,HUDSON,Auto Only,"4300 HUDSON AVE
UNION CITY, NJ 07087
(40.776736, -74.0212)"
Emission Repair Facility,ERF001645,MATECKIS SERVICE CENTER,91 A JACKSON ST,SOUTH RIVER,NJ,8882,7322549500,MIDDLESEX,Auto Inspection and Emission Repair,"91 A JACKSON ST
SOUTH RIVER, NJ 08882
(40.448081, -74.381338)"
Private Inspection Facility,PIF001014,POMPTON AUTO CARE LLC,289 WANAQUE AVENUE,POMPTON,NJ,7442,9738357828,PASSAIC,Auto Only,"289 WANAQUE AVENUE
POMPTON, NJ 07442
(41.003025, -74.291357)"
Private Inspection Facility,PIF000803,JOHNSON SPECLIZD TRANSP INC,302 ELBOW LANE,BURLINGTON,NJ,8016,6093872495,BURLINGTON,Diesel Only,"302 ELBOW LANE
BURLINGTON, NJ 08016
(40.03707, -74.839683)"
Emission Repair Facility,ERF001160,CHAPMAN FORD SALES INC,6740-6744-6750 BLK HORSE PK,EGG HARBOR TWP,NJ,8234,6096462000,ATLANTIC,Auto Only,
Private Inspection Facility,PIF006562,T S & F INC,151 W FORT LEE RD,BOGOTA,NJ,7603,2014896036,BERGEN,Auto Only,"151 W FORT LEE RD
BOGOTA, NJ 07603
(40.87712, -74.033716)"
Private Inspection Facility,PIF000623,O & J CAR REPAIR LLC,307 CHESTER AVENUE,RIVERSIDE,NJ,8075,8564610603,BURLINGTON,Auto Only,"307 CHESTER AVENUE
RIVERSIDE, NJ 08075
(40.030998, -74.966827)"
Private Inspection Facility,PIF010896,RWS BMW INC,224 BROAD ST,SUMMIT,NJ,7901,9082730578,UNION,Auto Only,"224 BROAD ST
SUMMIT, NJ 07901
(40.712766, -74.349482)"
Private Inspection Facility,PIF001067,FIERO JON'S LLC,330 E MAIN ST,TUCKERTON,NJ,8087,6092964400,OCEAN,Auto Only,"330 E MAIN ST
TUCKERTON, NJ 08087
(39.60538, -74.331578)"
Private Inspection Facility,PIF004707,HEATH'S SERVICE INC.,83 BRIDGE ST.,LAMBERTVILLE,NJ,8530,6093970433,HUNTERDON,Auto Only,"83 BRIDGE ST.
LAMBERTVILLE, NJ 08530
(40.366165, -74.94236)"
Private Inspection Facility,PIF009266,A & R WALMACH INC,390 FLORAL LANE,SADDLE BROOK,NJ,7663,2017910079,BERGEN,Auto Only,"390 FLORAL LANE
SADDLE BROOK, NJ 07663
(40.914232, -74.108641)"
Emission Repair Facility,ERF002756,SALERNO DUANE INFINITI LLC,3103 ROUTE 10 EAST,DENVILLE,NJ,7834,9733616700,MORRIS,Auto Only,
Private Inspection Facility,PIF000008,AJW INC,558 ALPS ROAD,WAYNE,NJ,7470,9736941653,PASSAIC,Auto Only,"558 ALPS ROAD
WAYNE, NJ 07470
(40.926569, -74.246128)"
Emission Repair Facility,ERF000511,NICTOS SERVICE INC*,52 58 KEARNY AVE,KEARNY,NJ,7032,2019919672,HUDSON,Auto Inspection and Emission Repair,"52 58 KEARNY AVE
KEARNY, NJ 07032
(40.754366, -74.156327)"
Emission Repair Facility,ERF000993,SOUTH AVE SERVICE CTR CORP,23 SOUTH AVE WEST,CRANFORD,NJ,7016,9082769800,UNION,Auto Only,"23 SOUTH AVE WEST
CRANFORD, NJ 07016
(40.654034, -74.30815)"
Private Inspection Facility,PIF000510,EXPRESS AUTOMOTIVE TOWING I,2 PROSPECT ST,METUCHEN,NJ,8840,7324944455,MIDDLESEX,Auto Only,"2 PROSPECT ST
METUCHEN, NJ 08840
(40.535588, -74.373444)"
Private Inspection Facility,PIF000740,TRIPLE EEE TRUCK EMSSNS LLC,6 LINDA LN UNIT B,SOUTHAMPTON,NJ,8088,6098599000,BURLINGTON,Diesel Only,"6 LINDA LN UNIT B
SOUTHAMPTON, NJ 08088
(39.890191, -74.748672)"
Private Inspection Facility,PIF001135,TJ'S TIRE AUTO CENTER LLC,536 KINDER KAMACK RD,RIVER EDGE,NJ,7661,2014837931,BERGEN,Auto Only,"536 KINDER KAMACK RD
RIVER EDGE, NJ 07661
(40.926211, -74.034517)"
Private Inspection Facility,PIF000289,"HAZLET AUTO SRV CTR, INC",3039 STATE ROUTE 35,HAZLET,NJ,7730,7322031300,MONMOUTH,Auto Only,"3039 STATE ROUTE 35
HAZLET, NJ 07730
(40.419113, -74.179965)"
Private Inspection Facility,PIF003199,JOHN'S PLAZA WEST AUTO INC,219 FORT LEE AVENUE,TEANECK,NJ,7666,2018360631,BERGEN,Auto Only,"219 FORT LEE AVENUE
TEANECK, NJ 07666
(40.871761, -74.017782)"
Emission Repair Facility,ERF001275,WHITLEYS AUTO SPECIALIST IN,203 MONMOUTH RD,OAKHURST,NJ,7755,7325318183,MONMOUTH,Auto Inspection and Emission Repair,"203 MONMOUTH RD
OAKHURST, NJ 07755
(40.260868, -74.011886)"
Private Inspection Facility,PIF003938,TAYLOR AND SON INC/TAYLOR E,7901 VENTNOR AVE,MARGATE,NJ,8402,6098225646,ATLANTIC,Auto Only,"7901 VENTNOR AVE
MARGATE, NJ 08402
(39.330365, -74.498299)"
Private Inspection Facility,PIF000977,HUDSON GAS & AUTO SRV INC,8708 KENNEDY BLVD,N BERGEN,NJ,7047,2016620978,HUDSON,Auto Only,"8708 KENNEDY BLVD
N BERGEN, NJ 07047
(40.808723, -74.007929)"
Emission Repair Facility,ERF003037,SNONO GAS INC,177 LAKESIDE BLVD,LANDING,NJ,7850,9733988371,MORRIS,Auto Only,"177 LAKESIDE BLVD
LANDING, NJ 07850
(40.909168, -74.666984)"
Emission Repair Facility,ERF001098,NJ TRANSIT BUS OPERATIONS I,601 DOREMUS AVE,NEWARK,NJ,7105,9734918868,ESSEX,Auto Only,"601 DOREMUS AVE
NEWARK, NJ 07105
(40.7132, -74.130194)"
Private Inspection Facility,PIF000846,BENTLEY TRUCK SERVICES INC,307 HERON DRIVE,LOGAN TWP,NJ,8085,8564674446,GLOUCESTER,Diesel Only,"307 HERON DRIVE
LOGAN TWP, NJ 08085
(39.756107, -75.369367)"
Emission Repair Facility,ERF000653,OCEAN AUTO TECH INC,175 BRICK BL,BRICKTOWN,NJ,8723,7329206950,OCEAN,Auto Inspection and Emission Repair,"175 BRICK BL
BRICKTOWN, NJ 08723
(40.031266, -74.14333)"
Private Inspection Facility,PIF000556,BUKENAS AUTOMOTIVE,433 CROWN POINT ROAD,THOROFARE,NJ,8086,8568482552,GLOUCESTER,Auto Only,"433 CROWN POINT ROAD
THOROFARE, NJ 08086
(39.844611, -75.189442)"
Private Inspection Facility,PIF009950,GLASSONS AUTO REPAIR LLC,759 RAHWAY AVE,WOODBRIDGE,NJ,7095,7328559696,MIDDLESEX,Auto Only,"759 RAHWAY AVE
WOODBRIDGE, NJ 07095
(40.567756, -74.272299)"
Private Inspection Facility,PIF007353,DENVILLE SHELL,425 STATE RT 23,FRANKLIN,NJ,7416,9738279400,MORRIS,Auto Only,"425 STATE RT 23
FRANKLIN, NJ 07416
(41.123858, -74.579121)"
Emission Repair Facility,ERF001498,EMMS AUTO REPAIR*,170 HWY 35 N,CLIFFWD BCH,NJ,7735,7325662550,MONMOUTH,Auto Inspection and Emission Repair,"170 HWY 35 N
CLIFFWD BCH, NJ 07735
(40.21367, -74.029408)"
Emission Repair Facility,ERF002002,JO BELL COMPANY,1459 SPRINGFIELD AVE,MAPLEWOOD,NJ,7040,9737614717,ESSEX,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF000773,PARK STREET AUTOMOTIVE INC,18 PARK ST,MONTCLAIR,NJ,7042,9735098888,ESSEX,Auto Only,"18 PARK ST
MONTCLAIR, NJ 07042
(40.815563, -74.218624)"
Private Inspection Facility,PIF001347,AT NORTHERN NEW JERSEY LLC,525 W LINDEN AVE,LINDEN,NJ,7036,9088628181,UNION,Auto Only,"525 W LINDEN AVE
LINDEN, NJ 07036
(40.6246, -74.255238)"
State Speciality Inspection Facility,SIF000001,ASBURY PARK SPECIALTY SITE,1010 Comstock St.,Asbury Park,NJ,7712,,MONMOUTH,Auto Only,"1010 Comstock St.
Asbury Park, NJ 07712
(40.224363, -74.015622)"
Private Inspection Facility,PIF001189,MIDDLEBUSH SRVC CENTER INC,1873 AMWELL RD,SOMERSET,NJ,8873,7328738900,SOMERSET,Auto Only,"1873 AMWELL RD
SOMERSET, NJ 08873
(40.499778, -74.539719)"
Emission Repair Facility,ERF003097,CERTIFIED AUTO REPAIR LLC,569 N. EAST AVENUE,VINELAND,NJ,8360,8567948882,CUMBERLAND,Auto Only,
Emission Repair Facility,ERF000488,RAY CATENA INFINITI INC,900 ROUTE 1,EDISON,NJ,8817,7326039600,MIDDLESEX,Auto Only,"900 ROUTE 1
EDISON, NJ 08817
(40.516312, -74.372034)"
Private Inspection Facility,PIF011748,MILLTOWN AUTO SERVICE LLC,257 N MAIN ST.,MILLTOWN,NJ,8850,7328284119,MIDDLESEX,Auto Only,"257 N MAIN ST.
MILLTOWN, NJ 08850
(40.457273, -74.445163)"
Private Inspection Facility,PIF001250,W CAMPBELL SPPLY CO SC LLC,2 STATE ROUTE 94,LAFAYETTE,NJ,7848,9735795221,SUSSEX,Auto Only,"2 STATE ROUTE 94
LAFAYETTE, NJ 07848
(41.092571, -74.718162)"
Private Inspection Facility,PIF000684,AUTO LENDERS LIQ CTR INC,1518 ROUTE 37 EAST,TOMS RIVER,NJ,8753,7326068000,OCEAN,Auto Only,"1518 ROUTE 37 EAST
TOMS RIVER, NJ 08753
(39.953036, -74.15675)"
Private Inspection Facility,PIF009205,BERKY'S AUTO SERVICE LLC,28 JACKSON MILLS RD.,FREEHOLD,NJ,7728,7324318687,MONMOUTH,Auto Only,"28 JACKSON MILLS RD.
FREEHOLD, NJ 07728
(40.221488, -74.2702)"
Emission Repair Facility,ERF002887,BMER LLC,216 HWY 202 & 31,FLEMINGTON,NJ,8822,9087882691,HUNTERDON,Auto Only,"216 HWY 202 & 31
FLEMINGTON, NJ 08822
(40.488012, -74.862666)"
Private Inspection Facility,PIF001157,OZZY'S AUTO REPAIR,401 GOFFLE ROAD,WYCKOFF,NJ,7481,2018570977,BERGEN,Auto Only,"401 GOFFLE ROAD
WYCKOFF, NJ 07481
(40.982228, -74.141784)"
Private Inspection Facility,PIF001167,LORINGERS BP LLC,901 BURLINGTON AVE,DELANCO,NJ,8075,8564612798,BURLINGTON,Auto Only,"901 BURLINGTON AVE
DELANCO, NJ 08075
(40.051324, -74.9522)"
Private Inspection Facility,PIF011322,MATTSSON AUTO TECH INC,495 RARITAN STREET,SAYREVILLE,NJ,8872,7327275090,MIDDLESEX,Auto Only,"495 RARITAN STREET
SAYREVILLE, NJ 08872
(40.480233, -74.298036)"
Emission Repair Facility,ERF001592,TIGER GARAGE,343 WITHERSPOON ST,PRINCETON,NJ,8540,6099240609,MERCER,Auto Inspection and Emission Repair,"343 WITHERSPOON ST
PRINCETON, NJ 08540
(40.359815, -74.664102)"
Private Inspection Facility,PIF011939,FALASCA BROS FRIENDLY SERV,318 BROADWAY,HILLSDALE,NJ,7642,2016661414,BERGEN,Auto and Diesel,"318 BROADWAY
HILLSDALE, NJ 07642
(41.01017, -74.042194)"
Emission Repair Facility,ERF002819,SUPERIOR AUTO REPAIR,400 UNION AVE,HASKELL,NJ,7420,9738392562,PASSAIC,Auto Only,"400 UNION AVE
HASKELL, NJ 07420
(41.018704, -74.305778)"
Emission Repair Facility,ERF003232,WOORI AUTO REP & BODY CORP,416 COMMERCIAL AVE,PALISADES PARK,NJ,7650,2015920009,BERGEN,Auto Inspection and Emission Repair,"416 COMMERCIAL AVE
PALISADES PARK, NJ 07650
(40.853123, -74.000897)"
Emission Repair Facility,ERF000467,J L AUTOMOTIVE,339 ROUTE 539,CREAM RIDGE,NJ,8514,6097580087,OCEAN,Auto Inspection and Emission Repair,"339 ROUTE 539
CREAM RIDGE, NJ 08514
(40.104801, -74.508393)"
Private Inspection Facility,PIF000123,JOHNS AUTOMTV DIAGN REP INC,21 EAST CLINTON STREET,NEWTON,NJ,7860,9735796800,SUSSEX,Auto Only,"21 EAST CLINTON STREET
NEWTON, NJ 07860
(41.059869, -74.749727)"
Emission Repair Facility,ERF000032,J R ROOF INC*,63 HAMPTON HOUSE RD,NEWTON,NJ,7860,9733831300,SUSSEX,Auto Only,"63 HAMPTON HOUSE RD
NEWTON, NJ 07860
(41.082284, -74.734573)"
Private Inspection Facility,PIF001395,DELSEA MOTOR CO  INC,1152 N DELSEA DR,CLAYTON,NJ,8312,8568816799,GLOUCESTER,Auto Only,"1152 N DELSEA DR
CLAYTON, NJ 08312
(39.675778, -75.096526)"
Emission Repair Facility,ERF001712,ALL TECH AUTO RPRS INC,118 UNION ST,PALISADES PARK,NJ,7650,2013639323,BERGEN,Auto Inspection and Emission Repair,"118 UNION ST
PALISADES PARK, NJ 07650
(40.85158, -74.001716)"
Private Inspection Facility,PIF000686,PINNACLE MOTOR WORKS INC,10 BAY ST,STIRLING,NJ,7980,9086471799,UNION,Auto Only,"10 BAY ST
STIRLING, NJ 07980
(40.667684, -74.485978)"
Emission Repair Facility,ERF002513,DODGE CITY INC,4395 RT 130 S,BURLINGTON,NJ,8016,6098712800,BURLINGTON,Auto Only,"4395 RT 130 S
BURLINGTON, NJ 08016
(40.05684, -74.887841)"
Emission Repair Facility,ERF003431,MILES TO GO ENT LLC,24 ROUTE 72,SOUTHAMPTON,NJ,8088,6097261121,BURLINGTON,Auto Only,"24 ROUTE 72
SOUTHAMPTON, NJ 08088
(39.896327, -74.590997)"
Private Inspection Facility,PIF000929,ALERT MOTOR FREIGHT INC*,PO BOX 454,MT LAUREL,NJ,8054,8567863070,BURLINGTON,Diesel Only,
Emission Repair Facility,ERF000213,TONYS BOULEVARD SERVICE LLC,547 NEWARK POMPTON TURNPIKE,POMPTON PLNS,NJ,7444,9738351217,MORRIS,Auto Only,"547 NEWARK POMPTON TURNPIKE
POMPTON PLNS, NJ 07444
(40.966686, -74.295612)"
Private Inspection Facility,PIF000435,SIXTEEN STARS INC,273 WASHINGTON ROAD,SAYREVILLE,NJ,8872,7322547510,MIDDLESEX,Auto Only,"273 WASHINGTON ROAD
SAYREVILLE, NJ 08872
(40.458558, -74.351394)"
Private Inspection Facility,PIF001242,AAA AUTO CARE INC,464 RT 202 NORTH,FLEMINGTON,NJ,8822,9087515532,BURLINGTON,Auto Only,"464 RT 202 NORTH
FLEMINGTON, NJ 08822
(40.512856, -74.827929)"
Emission Repair Facility,ERF003170,MIL-VAL MOTORS INC,164 VALLEY ST,SOUTH ORANGE,NJ,7079,9737628771,ESSEX,Auto Inspection and Emission Repair,"164 VALLEY ST
SOUTH ORANGE, NJ 07079
(40.743135, -74.260983)"
Emission Repair Facility,ERF000556,K & G MOTORS,91 BLOOMFIELD AVE.,CALDWELL,NJ,7006,9732284269,ESSEX,Auto Only,"91 BLOOMFIELD AVE.
CALDWELL, NJ 07006
(40.835506, -74.267302)"
Private Inspection Facility,PIF000323,N&K INC,270 RTE 46W,LITTLE FERRY,NJ,7643,2014408866,BERGEN,Auto Only,
Emission Repair Facility,ERF002282,GAZZANI MOTORS INC,215 MARKET STREET,ELMWOOD PK,NJ,7407,2017961607,BERGEN,Auto Inspection and Emission Repair,"215 MARKET STREET
ELMWOOD PK, NJ 07407
(40.900588, -74.121743)"
Private Inspection Facility,PIF001354,SMALL AUTO INC,195 ROUTE 36,MIDDLETOWN,NJ,7748,7324954500,MONMOUTH,Auto Only,"195 ROUTE 36
MIDDLETOWN, NJ 07748
(40.434215, -74.119481)"
Emission Repair Facility,ERF001981,TANIS ENTERPRISES INC,239 RTE 94 POB241,BLAIRSTOWN,NJ,7825,9083629311,WARREN,Auto Inspection and Emission Repair,"239 RTE 94 POB241
BLAIRSTOWN, NJ 07825
(41.053402, -74.770898)"
Emission Repair Facility,ERF001410,OXFORD AUTO & TIRE INC,215 RT 31 SOUTH,WASHINGTON,NJ,7882,9086896882,WARREN,Auto Inspection and Emission Repair,"215 RT 31 SOUTH
WASHINGTON, NJ 07882
(40.750771, -74.977476)"
State Inspection Facility,CIF000049,WAYNE,481 Route 46 West,Wayne,NJ,7470,,PASSAIC,Auto Only,"481 Route 46 West
Wayne, NJ 07470
(40.894867, -74.246694)"
Private Inspection Facility,PIF000258,GARYS FARROW INC,17 GOSHEN RD,CAPE MAY CH,NJ,8210,6094654447,CAPE MAY,Auto Only,"17 GOSHEN RD
CAPE MAY CH, NJ 08210
(39.086282, -74.829712)"
Private Inspection Facility,PIF009524,ANGELS AUTO,61-63 CHESTER AVE,NEWARK,NJ,7104,9734829257,ESSEX,Auto Only,"61-63 CHESTER AVE
NEWARK, NJ 07104
(40.767912, -74.162819)"
Private Inspection Facility,PIF010525,CARS R US INC,735 GREEN ST,ISELIN,NJ,8830,7328552277,MIDDLESEX,Auto Only,"735 GREEN ST
ISELIN, NJ 08830
(40.563682, -74.301292)"
Private Inspection Facility,PIF008327,A H AUTO,1365 QUEEN ANNE RD,TEANECK,NJ,7666,2018334040,BERGEN,Auto Only,"1365 QUEEN ANNE RD
TEANECK, NJ 07666
(40.900631, -74.005738)"
Private Inspection Facility,PIF000893,R & T AUTOMOTIVE LLC,59 RTE 94 - PO BOX 111,BLAIRSTOWN,NJ,7825,9083620061,WARREN,Auto Only,
Private Inspection Facility,PIF002402,TWIN TOWERS SRV STATION LLC,1290 ANDERSON AV,FORT LEE,NJ,7024,2012248444,BERGEN,Auto Only,"1290 ANDERSON AV
FORT LEE, NJ 07024
(40.841803, -73.980235)"
Private Inspection Facility,PIF000950,DURAN'S AUTO INSP CTR,197 MADISON ST,PATERSON,NJ,7501,9738258852,PASSAIC,Auto Only,"197 MADISON ST
PATERSON, NJ 07501
(40.907967, -74.165494)"
Emission Repair Facility,ERF003332,RIVER GAS STATION LLC,2901 ASBURY AVE,OCEAN,NJ,7712,7329224404,CAPE MAY,Auto Inspection and Emission Repair,"2901 ASBURY AVE
OCEAN, NJ 07712
(40.234328, -74.077065)"
Private Inspection Facility,PIF000814,PETES AUTO SALES INC*,917 PORT READING AVE,PORT READING,NJ,7064,7325411777,MIDDLESEX,Auto Only,"917 PORT READING AVE
PORT READING, NJ 07064
(40.570555, -74.2313)"
Emission Repair Facility,ERF002936,SIGNATURE AUTOMOTIVE LLC,1857 DELSEA DRIVE,SEWELL,NJ,8080,8564648900,GLOUCESTER,Auto Inspection and Emission Repair,"1857 DELSEA DRIVE
SEWELL, NJ 08080
(39.803095, -75.123418)"
Private Inspection Facility,PIF010950,BAUM INC,7706 LONG BEACH BLVD,HARVEY CEDARS,NJ,8008,6094945478,OCEAN,Auto Only,"7706 LONG BEACH BLVD
HARVEY CEDARS, NJ 08008
(39.70571, -74.134636)"
Emission Repair Facility,ERF003401,GLENN'S ESSO INC,75 TAPPAN ROAD,NORWOOD,NJ,7648,2017681570,BERGEN,Auto Only,"75 TAPPAN ROAD
NORWOOD, NJ 07648
(40.993275, -73.965778)"
Private Inspection Facility,PIF001297,"GC AUTOMOTIVE II, LLC.",21 VANDERBURG ROAD,MARLBORO,NJ,7746,7324314646,MONMOUTH,Auto Only,"21 VANDERBURG ROAD
MARLBORO, NJ 07746
(40.315071, -74.244584)"
Private Inspection Facility,PIF000364,E. 2ND ST TRANSMISSION LLC,1754 E. 2ND STREET,SCOTCH PLAINS,NJ,7076,9083229114,UNION,Auto Only,"1754 E. 2ND STREET
SCOTCH PLAINS, NJ 07076
(40.647008, -74.398759)"
Private Inspection Facility,PIF000730,CMC TRUCK SERVICE INC,1500 SEYMOUR ST,SO PLAINFIELD,NJ,7080,9087550018,MIDDLESEX,Diesel Only,
Private Inspection Facility,PIF008965,SEASIDE PARK SERV CNTR INC,912 N E CENTRAL AVE,SEASIDE PK,NJ,8752,7327936260,OCEAN,Auto Only,"912 N E CENTRAL AVE
SEASIDE PK, NJ 08752
(39.930058, -74.077063)"
Emission Repair Facility,ERF002723,PLAINFIELD AUTO & SVC STATI,150 CHURCH ST,PLAINFIELD,NJ,7060,9087531741,UNION,Auto Only,"150 CHURCH ST
PLAINFIELD, NJ 07060
(40.620668, -74.420756)"
Private Inspection Facility,PIF000884,B J AND M AUTO INC,420-424 SPRING ST,ELIZABETH,NJ,7201,9083524440,UNION,Diesel Only,"420-424 SPRING ST
ELIZABETH, NJ 07201
(40.667863, -74.203565)"
Emission Repair Facility,ERF002834,CROWN CADILLAC INC,1584 US HWY 22,WATCHUNG,NJ,7060,9085612900,UNION,Auto Only,"1584 US HWY 22
WATCHUNG, NJ 07060
(40.643986, -74.411815)"
State Inspection Facility,CIF000030,CHERRY HILL,617 Hampton Rd,Cherry Hill,NJ,8002,,CAMDEN,Auto Only,"617 Hampton Rd
Cherry Hill, NJ 08002
(39.938835, -75.049639)"
Private Inspection Facility,PIF000066,E & A AUTO REPAIR INC,300 BROAD STREET,CLIFTON,NJ,7013,9732790678,PASSAIC,Auto Only,"300 BROAD STREET
CLIFTON, NJ 07013
(40.885654, -74.168517)"
Emission Repair Facility,ERF003467,ATOMIC TIRE & AUTO SRVC,2 GEORGETOWN ROAD,WRIGHTSTOWN,NJ,8562,6099015500,BURLINGTON,Auto Inspection and Emission Repair,"2 GEORGETOWN ROAD
WRIGHTSTOWN, NJ 08562
(40.0411, -74.617996)"
Private Inspection Facility,PIF000824,ROBERT H HOOVER & SONS INC,149 GOLD MINE RD POB 719,FLANDERS,NJ,7836,9733474210,MORRIS,Diesel Only,"149 GOLD MINE RD POB 719
FLANDERS, NJ 07836
(40.880559, -74.713316)"
Emission Repair Facility,ERF000578,B AND B SUNOCO INC,380 RT 37 EAST,TOMS RIVER,NJ,8753,7322449512,OCEAN,Auto Inspection and Emission Repair,"380 RT 37 EAST
TOMS RIVER, NJ 08753
(39.957271, -74.169442)"
Private Inspection Facility,PIF000307,SHOP 162 INC,200 N MAIN STREET,PLEASANTVILLE,NJ,8232,6096451955,ATLANTIC,Auto Only,"200 N MAIN STREET
PLEASANTVILLE, NJ 08232
(39.395612, -74.519131)"
Emission Repair Facility,ERF002545,MADISON SERVICE CENTER LLC,944 MADISON AVE,PATERSON,NJ,7501,9737429501,PASSAIC,Auto Inspection and Emission Repair,"944 MADISON AVE
PATERSON, NJ 07501
(40.908602, -74.156814)"
Private Inspection Facility,PIF000248,M&M AUTO MECHANIC INC,410 STATE ST,PERTH AMBOY,NJ,8861,7324427457,MIDDLESEX,Auto Only,"410 STATE ST
PERTH AMBOY, NJ 08861
(40.512649, -74.265792)"
Emission Repair Facility,ERF000823,RICK ALLENS AUTO REPAIR,22 MAIN STREET,HAMPTON,NJ,8827,9085372242,HUNTERDON,Auto Inspection and Emission Repair,"22 MAIN STREET
HAMPTON, NJ 08827
(40.707485, -74.952607)"
Private Inspection Facility,PIF000795,NATIONWIDE TRK RPR CTR INC,95 IRON MOUNTAIN ROAD,MINE HILL,NJ,7803,9734424144,MORRIS,Diesel Only,"95 IRON MOUNTAIN ROAD
MINE HILL, NJ 07803
(40.884016, -74.603979)"
Emission Repair Facility,ERF001462,ALBANESE INC,209 PALISADE AVENUE,GARFIELD,NJ,7026,9734787032,BERGEN,Auto Inspection and Emission Repair,"209 PALISADE AVENUE
GARFIELD, NJ 07026
(40.87153, -74.108985)"
Private Inspection Facility,PIF001942,GLENNS ESSO INC,75 TAPPAN RD,NORWOOD,NJ,7648,2017681570,BERGEN,Auto Only,"75 TAPPAN RD
NORWOOD, NJ 07648
(40.993275, -73.965778)"
Private Inspection Facility,PIF000668,W AND WMRS CORPORATION,432 TALMADGE AVENUE,BOUND BROOK,NJ,8805,7324697098,SOMERSET,Auto Only,"432 TALMADGE AVENUE
BOUND BROOK, NJ 08805
(40.560592, -74.546426)"
Private Inspection Facility,PIF000343,DEVI-HAILEY AUTOLAND INVEST,352 WASHINGTON AVE,BELLEVILLE,NJ,7109,9734500500,ESSEX,Auto Only,"352 WASHINGTON AVE
BELLEVILLE, NJ 07109
(40.792817, -74.150496)"
Emission Repair Facility,ERF000526,THE PORT AUTH OF NY & NJ,220 BRIDGE PLAZA SOUTH,FT LEE,NJ,7024,2012162340,BERGEN,Auto Only,"220 BRIDGE PLAZA SOUTH
FT LEE, NJ 07024
(40.854115, -73.969718)"
Emission Repair Facility,ERF003358,CARMAX AUTO SUPERSTORES INC,620 CROSS KEYS RD,SICKLERVILLE,NJ,8081,8562627679,CAMDEN,Auto Only,"620 CROSS KEYS RD
SICKLERVILLE, NJ 08081
(39.73368, -75.006907)"
